P01901859A0000|0 59|UDP-Gal:Gal beta 1----4GlcNAc alpha 1----3-galactosyltransferase
P10471587A0239|58 59|RT
P04039439A0000|58 59|Mn
P09499048A1003|58 59|gK
P00111174A0351|58 58|b
P01331057A0000|59 99|Saccharomyces cerevisiae cytochrome c oxidase
P08418183A0000|59 95|human T cell leukemia/lymphoma virus type I
P01633435A0743|59 89|muscle-specific regulatory factor
P01992459A0000|59 88|human immunodeficiency virus mRNA
P09973607A0254|59 84|Sp100 splice variant proteins
P01325221A0870|59 84|M-phase-activated MBP kinase
P01699944A1538|59 80|CArG box binding proteins
P02019572A0000|59 80|rat liver pyruvate kinase
P10361038A0281|59 79|ribosomal protein genes
P11554469A1386|59 76|cellulose synthases
P08662617A2051|59 75|HP-binding protein
P07760819A0731|59 74|PDGF beta receptor
P08248253A1785|59 74|chicken L-CAM gene
P11350175A0173|59 73|prolyl isomerase
P10601280A0674|59 69|ST3 promoter
P02201901A0229|59 69|SSN6 protein
P00420460A0291|59 69|plasma renin
P11160280A1275|59 68|IRF element
P01538401A1244|59 67|5 S RNA gene
P06310553T0000|59 67|actin gene
P09763522A2545|59 67|TNF-alpha
P09369482A0690|59 67|HNF1alpha
P09037163A1652|59 66|gpc4 gene
P07799925A0526|59 64|p59fyn
P01620118A0470|59 64|kappa B
P11255252A0961|59 64|FXR HRE
P09118704A0771|59 63|G-CSF
P10933728A1398|59 63|EBNA2
P10708424A0800|59 63|BGLF4
P08160905A0217|59 63|HBsAg
P10369418A0644|59 63|CD40L
P02110145T0000|59 62|CfiA
P09223475A0898|59 62|IE86
P10958698A0280|59 62|Cse4
P09211981A0526|59 62|suc1
P10430583A0000|59 62|RecA
P08461946A0386|59 62|t1/2
P08626529A0799|59 62|p230
P09584194A1305|59 62|HEF1
P10454550A0960|59 62|Glc7
P10477583A0000b|59 61|IgG
P11463834A0606|59 61|CBP
P09234723A0846|59 61|PTB
P07799437A0656|59 61|Myc
P10850997A1016|59 61|Fur
P10777586A1022|59 61|Sp1
P07073520A0153|59 61|Na+
P11024182A0781|59 60|AR
P01350932A1123|59 59|N
P01900194T0000|60 91|bacterial NAD-reducing hydrogenase
P09508775A0293|60 89|mitogen-activated protein kinase
P09680994A0169|60 87|basic helix-loop-helix protein
P10341219A0481|60 86|recombinant YD-repeat protein
P08119907A0000|60 85|insulin-like growth factor-I
P07565720A0256|60 83|glutathione S-transferase
P08820648A0123|60 78|nrdAB-encoded enzyme
P07678593A0708|60 78|V. cholerae fur mutant
P10438627A0885|60 77|recombinant pfTrm1p
P07588603A1054|60 76|DH regulatory sites
P07783064A0452|60 75|creatinine kinase
P08566773A1023|60 75|fungal chitinases
P09360993T0000|60 74|serine proteases
P01549129A0356|60 74|protein-protein
P09583208A0171|60 73|immunoglobulin
P10527426A0521|60 71|exon I+II+III
P09546424A1550|60 70|Crk proteins
P07906265A0897|60 70|fasD mutants
P11278390A0632|60 69|PKRDeltaE7
P02776823A0000|60 69|6S)-6-[(1R
P11469853A0702|60 68|C1 domains
P07902532A1655|60 68|BOXF1 gene
P03537721A0491|60 67|PEP4 gene
P11160688A1726|60 67|cyclin D3
P01560774A0885|60 67|fliA gene
P10930526A0174|60 67|HuPLSCR1
P08771781A0103|60 66|oleosin
P10473623A0081|60 66|activin
P01707659A0458|60 66|HLA-5.4
P08226780A0160|60 66|ankyrin
P07538818A0197|60 66|hG-CSFR
P08790387A0299|60 66|whn gene
P07605990A1110|60 64|PEBP2
P07999982A0086|60 64|D9S15
P01659685T0000|60 64|Dd ras
P10671224A0254|60 64|CD95L
P03008405A0532|60 64|HVC-1
P10395283A0960|60 64|Smad4
P09447994A0000|60 64|c-fos
P01314953A1266|60 63|HAP2
P07864652A0753|60 63|E2L2
P02462305A1071|60 63|Ag35
P08264650A0925|60 63|MDS1
P02139473A1603|60 63|entC
P09446616A0780|60 63|Jak1
P02308496A0000|60 62|STH
P09045919A1250|60 62|NFE
P09259313A0950|60 62|PRL
P08973185T0061|60 62|AAC
P08843412A0543|60 62|RXR
P10091594A0284|60 61|CD
P02837763A0259|61 97|rabbit skeletal muscle phosphatase 2A cDNA
P07487908A0230|61 91|chloramphenicol acetyltranferase
P07836364A0000|61 90|major histocompatibility complex
P10698974A0951|61 83|human STAG3-related genes
P07791769A0826|61 82|TATA box-binding protein
P08661114A0564|61 81|Drosophila SIM proteins
P10364202A0646|61 81|hepatic leukemia factor
P09536028A0945|61 81|cyclooxygenase product
P10455183A0930|61 75|Staf zinc finger 1
P07813786A0641|61 75|XMyoDa TATA motif
P11029656A0640|61 74|mutant proteins
P03146150T0000|61 73|Pro-urokinase
P08654946A0986|61 73|mouse promoter
P02907533T0000|61 72|human albumin
P10625494A1059|61 72|MDR1 promoter
P08257754A0711|61 72|HB antibodies
P02580830A1131|61 72|human AFP gene
P10074903A0915|61 71|p202 protein
P09243505A1194|61 70|MADS domain
P07877619A1284|61 70|zif268 gene
P08856077T0000|61 70|interferon
P11118062A1691|61 69|K-ras gene
P03928442A0463|61 69|Mtase gene
P08794339A1162|61 69|deltaCREB
P07678242A0473|61 68|acc genes
P08922390A0361|61 68|paxillin
P09599664A0881|61 68|RXR alpha
P09243840A0663|61 68|HLA-DQA1
P01502157A0000|61 67|c-MYC P1
P03041802A0975|61 66|fibrin
P10594239T0000|61 66|TDAG51
P07579695A0693|61 65|Cep1p
P10767338T0000|61 65|Ca(2+
P08654435A0540|61 64|Erk2
P11258906A0743|61 64|Rec2
P01551568A1476|61 64|rpoB
P11340080A0096|61 64|Rad9
P10650939A0789|61 64|AP-1
P08617216A0584|61 64|GrpE
P10660069A0819|61 64|PBS2
P01748630A0125|61 63|Myc
P08666102A0820|61 63|Ptc
P11433014A0683|61 63|H2B
P11574088A1687|61 63|SPK
P07651398A0803|61 63|DER
P10750020A0843|61 63|Sp1
P10958673A0142|61 63|UPR
P10903877A0879|61 63|PKC
P09425036A0649|61 63|Lck
P11736792A0204|61 62|G1
P02894789A0954|61 62|T0
P07565740T0000|62 104|Pdr5 ATP-binding cassette multidrug transporter
P10940562T0000|62 88|O-acetylserine (thiol) lyases
P10492127A0914|62 86|cholecystokinin-A receptor
P01721884A0962|62 84|retroviral ribonuclease H
P10629176A0887|62 81|S. cerevisiae FBP1 gene
P02121371T0000|62 77|yeast IRA proteins
P07745684T0000|62 75|protein kinase C
P08808275A1193|62 75|mammalian genes
P02537441A0231|62 75|immune globulin
P08057356A1824|62 74|NarL heptamers
P11160721A0932|62 73|TBLV enhancer
P02970640A0341|62 72|E1A proteins
P03108171A0088|62 72|S2 receptors
P03939317A0352|62 71|HS promoter
P09482902A0423|62 71|Pctr1 locus
P06325415A0757|62 71|Ad7 protein
P02543679A1291|62 71|E. coli DnaJ
P10733581A1391|62 70|V12N38 Ras
P08086450A0467|62 70|hATP1 gene
P07493327A0507|62 69|U6 snRNAs
P08756597A0854|62 69|psaB mRNA
P07865895A0896|62 69|mAb 3.2.3
P08655555A1368|62 69|TGn motif
P08621628A1233|62 69|hGRalpha
P06328485A0277|62 69|delta gag
P08524284A0309|62 69|PTF delta
P09016566A0655|62 69|BiP mRNAs
P07533880T0000|62 69|traJ mRNA
P09759691A1051|62 68|albumin
P07871754A0857|62 68|HPV gene
P10385915A1341|62 68|D3S1766
P08288622A0725|62 68|HDC mRNA
P08639837A0268|62 67|GATA-1
P09154822T0000|62 66|v-abl
P10572087A0326|62 66|FANCC
P11393791A1153|62 66|Atp6i
P11134508A0317|62 66|AtHD1
P08626596A0000|62 65|AMPK
P11139469A0402|62 65|Ang1
P08253387A0801|62 65|GAL4
P09537378A1227|62 65|lacZ
P10585491A0945|62 65|AtpC
P10069815A0285|62 65|Doa4
P10653693A0429|62 65|KRAB
P09722161A3065|62 65|Igf2
P09625762A0426|62 65|p300
P08091669A0828|62 64|IE1
P09358069T0000|62 64|EPO
P02784507A0000|62 64|CD4
P09431828A1472|62 64|h-1
P10496284A0115|62 64|IgG
P11112790A0989|62 64|UPR
P09203586A1197|62 64|SL1
P10049742T0000|62 64|ZF5
P10938102A1359|62 64|NS1
P02845654A0510|62 63|P2
P02229282A0454|62 63|T3
P03517388A0763|62 63|CC
P11311563A0423|62 63|OA
P02081463A0110|63 96|Spec1 transcriptional initiation site
P01313846A0850|63 91|immunoglobulin gene superfamily
P00227393T0000|63 90|cytochrome P-450 monooxygenase
P09013499A0198|63 90|N-methyl-D-aspartate receptor
P09315633A0333|63 89|interferon regulatory factors
P09846482A0441|63 89|p21-activated protein kinase 1
P09383156A0691|63 89|polynucleotide phosphorylase
P08208247T0030|63 87|glutamic acid decarboxylase
P08331067T0000|63 86|endo-N-acylneuraminidase
P07799950A0282|63 86|somatostatin gene promoter
P10931524A0313|63 81|Gtx-binding sequence
P07540607A0709|63 81|human immunoglobulin
P01228882A0437|63 80|CSF immunoglobulins
P09358045A0000|63 79|TGF-beta) receptor
P10101198A0632|63 78|N-terminal region
P02300577A0852|63 77|endoglycosidase
P09241232A1154|63 77|endonuclease III
P09691031A1050|63 76|myosin proteins
P09577365A0747|63 76|collagen type IV
P02657388A1011|63 76|RNA polymerase I
P01833637A0531|63 75|cdc68-1 mutant
P09334264A0540|63 75|64-kDa subunit
P10657658A0165|63 74|I kappa B alpha
P09388246A0903|63 74|amphiphysin I
P02159470A1432|63 73|Mt sequences
P08812490A0000|63 72|aquaporins
P08356944A0589|63 72|hemoglobin
P11303027A0954|63 71|ARF family
P11278310A1516|63 71|caspase-3
P10329135A1326|63 70|mt-hsp70
P10359663A0425|63 69|oIFNtau
P03038891A0935|63 69|p11 mRNA
P11238402A0191|63 69|TIR gene
P08761480A0331|63 68|RPDE-6
P01357528A0084|63 68|SEF-17
P01968043A0908|63 68|pASB-1
P09418882A0760|63 68|Prp42p
P01709486A0000|63 67|c-kit
P09447973A0168|63 67|mSos1
P10788476A0891|63 67|Sec13
P09596738T0000|63 67|Cek1p
P11533238A1137|63 67|HDAC1
P08740416A0919|63 67|Seb1p
P09315632A1137|63 67|FGFR3
P10918572A1547|63 67|ErbB2
P09858593A0334|63 67|BETA2
P08657183A0145|63 66|DHFR
P10938113A0388|63 66|Vav3
P10898795A0527|63 66|BCoR
P02940334A0141|63 66|HBIG
P10744749T0000|63 66|MyoD
P10891441A0871|63 66|Sos1
P09601516A0695|63 66|PEP1
P07705627A1107|63 65|dpp
P11278400A0668|63 65|POU
P09658104T0000|63 65|YY1
P08267667A0748|63 65|CYP
P10077533A0976|63 65|MKS
P08291761A0416|63 65|IgG
P08976253A0637|63 65|PSA
P09077108A0458|63 65|IgG
P00512215A0000|63 64|f1
P07799931A0287|63 64|L7
P02399053A0153|63 64|RA
P10488875A0000|63 64|CP
P07413242A0000|63 64|L3
P11478627A0573|63 64|Y1
P09085842A1559|64 96|SR protein-mediated protein/protein
P08051074A0000|64 95|human immunodeficiency virus, type 1
P09303635A0000|64 92|beta-glucocerebrosidase enzyme
P11161455A1286|64 91|endothelial-TACC-related cDNA
P02703121T0000|64 91|serum alanine aminotransferase
P09354644A0124|64 89|beta1,6-GlcNAc transferases
P07080496A0097|64 86|high-density lipoprotein
P08414502A0244|64 82|wild-type p53 protein
P11179956A1818|64 79|C-terminal domain
P09467707T0000|64 79|apolipoproteins B
P08768377A1387|64 79|phytochrome C gene
P07994021A1223|64 78|PECAM-1 isoforms
P10423156A0265|64 77|capsid proteins
P08157663A0882|64 77|vertebrate gene
P03540591A0330|64 76|P0 transcripts
P07958911A0500|64 75|fork head gene
P10561546A0000|64 75|anti-peptide
P08144852A0000|64 74|vasopressin
P11007949A1607|64 73|PTEN mutant
P09454735A1782|64 72|MAP kinase
P07775428A0172|64 72|Ash-l cDNA
P07876134A0348|64 71|AFAP-110
P08294429A0153|64 70|hGh cDNA
P08188606A1034|64 69|Tn5422
P10364319A0109|64 69|EBNA3C
P08769566A0000|64 68|Zfhep
P08981371A2049a|64 68|CSF-1
P10958688A0265|64 68|Sls1p
P08981371A2049b|64 68|CSF-1
P10727511A0294|64 68|GLT-1
P07759529A0288|64 67|gp91
P08524241A0212|64 67|IME2
P02200736A1003|64 67|AP-4
P08812490A0542|64 67|hKID
P09824001A1665|64 66|vWF
P10417331A1008|64 66|(-1
P10764760T0000|64 66|JNK
P09517989A0476|64 66|CD4
P10889399A0243|64 66|MEK
P07490766T0000|64 66|Max
P08647434A1124|64 66|TBP
P11278286A1083|64 65|GR
P11265853A0000|64 65|CA
P09218775A0000|64 65|CF
P08647822T0000|65 108|3-hydroxy-3-methylglutaryl coenzyme A reductase
P11197328T0000|65 105|maize C4 phosphoenolpyruvate carboxylase gene
P10935488A1033|65 101|adipocyte-type fatty acid binding protein
P08051151A0347|65 100|reverse transcription-polymerase chain
P11071852A0297|65 100|reverse transcription-polymerase chain
P09861365A0000|65 90|Wuchereria bancrofti antigen
P09523551A0367|65 89|G protein-coupled receptors
P08639742T0000|65 87|wheat zinc finger proteins
P09278441A1777|65 87|atrial natriuretic factor
P08524036A0747|65 85|stripe 2 enhancer region
P09346238T0000|65 83|SCF ubiquitin-ligase
P11212249A0993|65 81|activator protein 1
P07961755A0474|65 81|cysteine synthase C
P02532210A0000|65 79|viral early genes
P09704296T0000|65 79|immunoglobulin E
P11524015A0937|65 79|CAT reporter gene
P04746559T0053|65 78|renal vein renin
P09091403T0001|65 78|human mts1 genes
P10669751T0000|65 78|cot oncoprotein
P09383188A0654|65 75|O(rocD) site
P10092847A0455|65 75|hMT-IIA gene
P11055513A0564|65 74|hepatitis C
P09524122A0336|65 72|RAS genes
P09009208A0337|65 71|Tf1 mRNA
P10799590A0431|65 71|EBNA-3C
P11316127A0485|65 70|HCM-II
P08506384A0146|65 70|eIF-2B
P07983744A0920|65 69|IE175
P10543730A0000|65 69|Ume5p
P09710599T0000|65 69|ets-2
P09261184A0170|65 69|FIRE1
P01824713A0964|65 69|c-jun
P01516829A0460|65 68|SNF2
P09032250A0257|65 68|Tax1
P09882489A0451|65 68|mef2
P08550470A1021|65 68|CheA
P08662928A1153|65 68|STAT
P09514962A0841|65 68|EL-4
P07240343A0000|65 67|c.)
P11559789A0314|65 67|ASF
P11222387A1497|65 67|ABL
P11211936A1490|65 67|JNK
P01337142A2043|65 67|FSK
P09763607A0521|65 67|JNK
P11842037A0327|65 67|cut
P09840928A0884|65 66|H4
P06434572A0157|65 66|GH
P01327280A0000|65 66|K+
P08958720A1204|65 66|HR
P08598051T0000|66 104|RNP consensus-sequence RNA-binding domains
P09658405A0000|66 97|orphan nuclear receptor superfamily
P08529654A0589|66 92|cytosolic cyclophilin isoform
P08921865A1293|66 87|large terminase proteins
P09234717A0000|66 84|c-cbl proto-oncogene
P08355696A0236|66 83|AP-1-like sequences
P11368787A0180|66 83|human annexin A5 gene
P09165039A0728|66 82|mammalian LHR cDNAs
P10782989A0575|66 81|DNA binding domain
P07698219A0551|66 80|laminin receptor
P08993836A0699|66 79|HNF-3 alpha gene
P02092131T0000|66 79|transfer factor
P08845378A0368|66 79|human MZF-1 gene
P02461368A0162|66 78|type X collagen
P10393201A0654|66 77|DNA ligase III
P07636962A1288|66 77|HSV-alpha TIF
P09049270A0488|66 77|MT-like genes
P09282911A0277|66 76|neurogranin
P10207041A0065|66 76|cyclin genes
P02829183A0117|66 76|translocase
P11274368A0818|66 76|p21 promoter
P03779182A0370|66 75|hepatitis B
P06369355A0834|66 75|trfA region
P09516472A0292|66 74|TATA motif
P06953957A0503|66 74|myoglobin
P09811718A0979a|66 73|HIV-1 nef
P09168134A0858|66 73|Sm-E gene
P02115115A1053|66 72|CAR1 URS
P10501969A1329|66 71|GATA-4
P09701609A0116|66 71|PhLOP1
P08387155A1248|66 71|topo II
P07799948A0777|66 70|Raf-1
P07972237A0665|66 70|N-myc
P10660304A0522|66 70|STAT3
P07957106A0875|66 69|VP16
P07665477A0901|66 69|esaI
P08172598A0237|66 69|xynB
P10209119A0594|66 69|pop1
P08798635A0870|66 69|ARF3
P10748113A0187|66 69|RIM1
P11158326A1032|66 69|R47G
P07629122A0323|66 69|NIMA
P00725534A0888|66 68|IgA
P07937954A0612|66 68|Raf
P02243093A0000|66 68|Tax
P10329625A0715|66 68|TCR
P10982825A0363|66 68|OpA
P10794405A0000|66 67|H1
P01937989A0383|66 67|R2
P08552042A1497|66 66|T
P07585246T0000|67 95|Caenorhabditis elegans pre-mRNA
P07635140A0172|67 90|tissue-specific promoters
P11387208T0000|67 84|SCF ubiquitin ligase
P08400240A0166|67 83|A gamma-globin gene
P02138707A0198|67 83|murine protein mXBP
P01675424A0991|67 82|NADH-NR sequences
P08029001A1020|67 81|RNA polymerase II
P09422727A0196|67 80|protein kinase A
P08435885A0787|67 80|thyroid hormone
P01864821A0000|67 77|globin chain
P07499252A0150|67 76|PI 3-kinase
P09614106T0000|67 76|Col2a1 gene
P07665187A0208|67 76|Nramp1 mRNA
P10913276A0684|67 76|PLC-gamma1
P11376119A0346|67 75|GHR 1A mRNA
P08721999A0432|67 75|snoRNA U14
P10369926A0251|67 74|human IL8
P09205113A0587|67 74|HPRT gene
P08721999A0727|67 73|28S rRNA
P06755468A0180|67 73|cob gene
P11007777A0813|67 73|junctin
P09917387T0000|67 73|TATA box
P02989786A0328|67 72|CATase
P10453006A0478|67 72|PSMB11
P07528325A0165|67 71|Stat1
P08001136T0000|67 71|TFIIK
P08756712A0227|67 71|RPA 70
P09121454A1328|67 71|Mot1p
P01243628A0286|67 70|COHb
P07592337A0891|67 70|nfxB
P09662339A0744|67 70|AP-1
P07608649A1429|67 70|ET-1
P07935383A0108|67 70|CstF
P08595878A0201|67 70|Ras1
P08668210A0000|67 69|MEK
P10704338A0354|67 69|p24
P11238586A0000|67 69|MHC
P09621372A0369|67 69|CRP
P10760132A1169|67 69|Ypt
P10662614A0972|67 68|P1
P02809722A0926|67 68|GH
P06209499A0682|67 67|b
P07854130A1387|68 98|chromosomal pilE insertion mutants
P07473742A0187|68 97|vertebrate transcription factors
P09545332A0137|68 92|insulin receptor substrate 1
P02969316A0002|68 91|atrial natriuretic peptide
P01694009A0112|68 91|N-terminal signal sequence
P07763727A1035|68 90|Saccharomyces cerevisiae
P07597804A1007|68 87|glycoprotein gene EUS4
P09209438A0994|68 86|GATA-binding protein
P02317413A0364|68 85|neutrophil elastase
P09822685A0596|68 83|N-terminal region
P07936635A1134|68 83|wild-type protein
P08975713A0454|68 81|p53p2 start site
P01829460A0329|68 80|kappa B element
P09637689A0150|68 80|RNA polymerase
P02303158T0000|68 78|trk oncogene
P08794363A0259|68 78|jun-fos gene
P10683244A1860|68 77|NBF2 domain
P09735286A0599|68 77|Mu B protein
P10628750A0298|68 75|TNFalpha
P08226956A1397|68 75|fad7 mRNA
P06131378A0818|68 75|DHFR cDNA
P07592790A1457|68 74|serpins
P08661100A0285|68 74|App gene
P07667097A0267|68 73|mAb CC3
P01360180A0513|68 73|kinase
P02243386A0113|68 72|DIssF
P09171239A2146|68 72|SRC-1
P08939966A0816|68 72|SEC-1
P07891685A1051|68 72|Cat8p
P11368901A0327|68 72|RTE-1
P11152283A0223|68 72|INS-1
P08386319A1229|68 72|Mpk1p
P10400593A1084|68 72|virE1
P08345191A1140|68 72|bcl-2
P09799362A0507|68 71|AZF1
P09751114A1987|68 71|MyoD
P07192722A0682|68 71|iPTH
P01297332A0983|68 71|SWI4
P10094701A0000|68 71|ackA
P11152451A0529|68 71|Sj26
P09822602A1172|68 70|CBP
P10907348A0508|68 70|PTH
P10207090A0801|68 70|p50
P10729220A1569|68 70|H19
P09444316A0388|68 69|F0
P11480490A0443|68 68|I
P10101198A0946|69 116|human mitochondrial transcription termination factor
P03992022A0330|69 99|aminopyrine- and TMO N-demethylase
P10965905T0000|69 98|mitogen-activated protein kinase
P11294895A0292|69 96|Saccharomyces cerevisiae Sec14
P10542281A0382|69 92|immunoglobulin-fold motif
P06786756T0000|69 92|immunoglobulin delta genes
P07983011A0617|69 91|serine/threonine kinases
P01078982A0227|69 90|antilymphocyte globulin
P10224289T0000|69 90|T cell receptor zeta chain
P09774484T0000|69 89|glutathione peroxidase
P09139910A0350|69 89|nifV-like DNA fragments
P11198424T0000|69 88|phytosulfokine-alpha
P02735364A1330|69 88|progesterone receptor
P08294511A0639|69 87|U1-specific, protein
P10679922A1110|69 87|tumor suppressor gene
P02038326A0538|69 87|80S ribosomal couples
P10673426A0168|69 87|N-terminal (T) domain
P10360839A1338|69 87|KRAB zinc finger genes
P06374418A0877|69 86|parathyroid hormone
P09531538A0983|69 83|dU2AF38 RS domain
P07565688A0797|69 82|110-kDa protein
P02748595A0492|69 81|human ADH-beta
P07972012A0956|69 81|55-kDa protein
P09924987A0000|69 81|N-glycosidase
P09321657A0439|69 81|cox3 promoters
P09819440A0783|69 81|RNA polymerase
P09042755T0000|69 78|sigB operon
P10491133A0365|69 78|HO isozymes
P07988731A1301|69 78|GBF protein
P01321332A0970|69 76|RXR alpha
P10640683A0670|69 75|NeuroD2
P02237431A0833|69 75|T alpha 2
P01711048T0000|69 74|COL1A2
P01904154A0164|69 74|Ig loci
P08661116A0963|69 74|D3 mRNA
P09880327A0322|69 73|Uso1p
P08828152A1238|69 73|MCV-1
P09722766A0706|69 73|BUP-4
P09311796A0218|69 73|IEP86
P10787437A1616|69 73|SRE-1
P02693208A0166|69 72|rad1
P10903733A0540|69 72|BCMA
P09487130A0383|69 72|Cdc2
P10704410T0000|69 72|Mcm2
P07791760A0424|69 72|MAPK
P10334888A0960|69 72|IL-8
P10698516T0000|69 72|SAPK
P11280799A1025|69 72|IL-8
P09326317A0372|69 72|EXT1
P08621420A1166|69 71|p65
P11296288A1107|69 71|pol
P08644734A0404|69 71|dsh
P09079625A0935|69 71|PKC
P09049304A1193|69 71|VPF
P09034337A0251|69 71|Y15
P09305592A0000|69 71|abl
P08278423A0147|69 70|TB
P01658741A1047|70 101|Saccharomyces cerevisiae ADE 1 locus
P03119227A0079|70 100|human c-abl proto-oncogene product
P11006284T0000|70 95|insulin receptor substrate-1
P08483412A0000|70 95|sigma 54-dependent promoters
P08413239A0490|70 94|Pol II-specific U snRNA genes
P03628596A0000|70 92|acid alpha 1-glycoprotein
P01532796A0107|70 89|alpha and beta subunits
P11318608A0669|70 89|full-length DENTT cDNA
P02145268A1454|70 89|mammalian collagenase
P08361754A0733|70 88|Maf-related proteins
P02445751A0925|70 86|cytochrome oxidase
P00881630A0000|70 86|Direct Lytic Factor
P10704285A0536|70 86|AP-2alpha promoter
P09819411A0897|70 85|Ets-binding sites
P10833461A0603|70 85|full length UGT2B7
P07607342A0703|70 84|aldose reductase
P08468475A1280|70 84|IL-2R alpha chain
P01313909A0526|70 83|wild-type virus
P02559630A0270|70 80|prothrombin
P07517869A0411|70 80|C/EBP-delta
P07666414A0614|70 78|a promoter
P07767011A0689|70 78|hprt locus
P00986925A0002|70 77|glucagon
P09344650A0967|70 77|Casr-rs1
P09090054A0186|70 77|permease
P08661101A0396|70 76|rat CRP1
P10364314A0919|70 76|NS2 gene
P11283168A0738|70 76|Gus gene
P01716629A0000|70 76|undulin
P10364076A0429|70 76|SREBP-1
P08985415A1096|70 76|CAEV LTR
P07600111A0000|70 74|HIV-2
P08937989A1365|70 74|actin
P10542281A2021|70 74|G1-G2
P09931435A0357|70 74|ZIS-1
P11027267A0752|70 74|Kri1p
P08955402A0288|70 73|HOL1
P07476963A0000|70 73|RXRs
P09321930A0567|70 73|WAF1
P11238375A0617|70 73|ERK6
P10232078A0552|70 73|TXB2
P06212776A0000|70 73|G6PD
P11438654A1237|70 73|PI3K
P07933101A0131|70 72|Tat
P10764802A1258|70 72|Cip
P08798643T0000|70 72|Cbl
P11062067A0000|70 72|JNK
P09545312A1197|70 72|SRF
P10999369A0192|70 71|P2
P01341119A0450|70 71|H2
P09265932A0575|70 71|L2
P08538702A0214|71 143|gp15/400 'ladder' protein of Brugia malayi, Brugia pahangi and Wuchereria bancrofti
P03133250A0000|71 97|human menopausal gonadotropin
P11042199A0572|71 96|receptor-associated protein
P11321187A0355|71 94|C. pneumoniae-specific IgG
P01539996A0588|71 91|Escherichia coli enzyme
P11000266T0000|71 91|alpha-fetoprotein gene
P11295470A0954|71 91|B cell specific promoter
P10864496A0401|71 91|nrgAB promoter fragment
